,제목,날짜
12304,플랫폼 사업자 1사 전속주의 규제 예외 적용,2021.01.25.
12305,"'주식고수' 양대천 ""코로나 터널 벗어날 '차화정철' 주목""",2021.01.25.
12306,올해부터 '안경·월세·기부금'도 연말정산 간소화 제공,2021.01.25.
12307,갤탭 앱 업데이트…아이디 하나로 '카톡',2021.01.25.
12308,"""카카오·네이버, 코로나 끝나도 성장""…증권사들 앞다퉈 목표주가 상향",2021.01.25.
12309,"카카오·네이버, '골프'에 꽂혔다",2021.01.25.
12310,개인 신용정보 통합관리 ‘마이데이터’… 금융사들 허가 따내기 악전고투,2021.01.25.
12311,테슬라 온라인주총 보셨나요…한국서도 매경 통하면 됩니다,2021.01.25.
12312,"우리-신한銀, 신년 키워드는 ‘디지털’",2021.01.25.
12313,접종 거부땐 마지막 순위로… 해외출장 기업인 4월 우선 접종,2021.01.25.
12314,네이버 웃고 카카오페이 울고···마이데이터 희비 갈린 빅테크,2021.01.25.
12315,"빅데이터, 벤처투자 흥행 공식으로 우뚝 [주간 VC 동향]",2021.01.26.
12316,"기업 재택근무 앞당긴 코로나… ""코로나 끝나도 재택은 계속"" [전환기 맞는 언택트 문화]",2021.01.26.
12317,삼성전자·셀트리온·삼바…공매도 대기물량 47조 단기조정 우려 [전문가 전망],2021.01.26.
12318,"마이데이터 탈락 카카오페이, 내달 자산관리서비스 중단",2021.01.26.
12319,네이버·카카오에서도 국가기술자격증 발급 받는다,2021.01.26.
12320,2020년 새내기株 주식부호 1위 `방시혁`…2위는 누구?,2021.01.26.
12321,네이버 등 28곳 마이데이터 본허가… 카카오페이는 관련 서비스 중단 위기,2021.01.26.
12322,"네이버·엔씨·카카오 ""글로벌 엔터 시장 잡아라""",2021.01.26.
12323,은행 앱 77개 '우후죽순'…소비자도 헷갈린다,2021.01.26.
12324,멈춰 선 증시…'외국인'은 건져간다,2021.01.26.
12325,신용카드 긁으면 땡? 잠자던 포인트 깨워야 돈번다,2021.01.26.
12326,"TV 켜고 끌때, 카톡카톡 소리까지…'그들만의 목소리' 찾아줍니다 [W인터뷰]",2021.01.26.
12327,[이승우의 IT 인사이드] LG전자는 끝까지 '반전'을 꿈꿨을까,2021.01.26.
12328,작년 대규모 IPO·증자 영향…주식발행 2배 늘어 10조 돌파,2021.01.26.
12329,"네이버, 세계 1위 스토리텔링 플랫폼 품다",2021.01.26.
12330,"與 ‘이익공유제’ 본격 검토… 野 “경제주체 팔 비틀기"" 비판",2021.01.26.
12331,모든 산업 중심에 AI… ‘사업구조 리노베이션’ 합종연횡 시작됐다 [AI가 바꾸는 세상],2021.01.26.
12332,"500원 '더 싼' 업계 최저 5G 요금 나왔다…""2년 약정 없어""",2021.01.26.
12333,"K게임, 중드-美코믹북으로… 글로벌 콘텐츠 영역 넓혀",2021.01.26.
12334,"'4년짜리' 과기부 규제샌드박스, 혁신 싹 못 틔운다",2021.01.26.
12335,"""박범계, 파렴치한 거짓말쟁이""…野, 장외청문회서 성토 봇물(종합)",2021.01.26.
12336,"LGU+, 월 3만7500원 `5G 최저가 요금제` 출격…온라인 요금제 경쟁 `불꽃`",2021.01.26.
12337,매출 1000억 넘는 벤처 617개… 총매출 140조 ‘재계 4위 수준’,2021.01.26.
12338,은행 마통 개설 하루평균 2000건…신용대출 조이자 2배 늘어,2021.01.26.
12339,콘텐츠 사업에 뛰어든 KT…“자본 유치로 10개 이상 대형 콘텐츠 만들 것”,2021.01.26.
12340,"LG유플러스, 월 3만원대 5G 요금제 출시…최저가 경쟁 본격화",2021.01.26.
12341,네이버-미래에셋대우 묘수 통했다…28개사 마이데이터 '경쟁',2021.01.26.
12342,"IM선교회 집단감염, 광주·강원으로…방역 다시 위기",2021.01.26.
12343,[단독] 쓴 돈이 번 돈 6배…김범수 가족회사 ‘케이큐브’ 미스터리,2021.01.26.
12344,김학의 '긴급출국금지 위법' 논란 재점화… 검찰 수사로,2021.01.26.
12345,공매도·빚투 매물 걱정없는 '소외된 알짜株' 주목,2021.01.26.
12346,"""이익공유제, 주주이익 침해…기업 소송 리스크 커져""",2021.01.26.
12347,정부24·홈택스 등 주요 공공웹사이트에 민간 전자서명 도입,2021.01.26.
12348,'넷플릭스법' 첫 적용대상에 토종OTT '웨이브' 추가,2021.01.26.
12349,"“재벌과 다르다”던 벤처 1세대 김범수, 1452억 주식증여 속내는",2021.01.26.
12350,대충 말해도 찰떡같이 알아듣네,2021.01.26.
12351,한은 “선불충전금 ‘예금보호대상 아님’ 앱에 명시해야”,2021.01.26.
12352,너무 가는 ‘애플카’...기아차 해명공시에도 '위험한 질주',2021.01.26.
12353,"[이슈분석]AI 챗봇 '이루다' 논란, 무엇을 남겼나",2021.01.26.
12354,[시론]2021 스타트업 주가전망,2021.01.26.
12355,‘네이버 쇼핑라이브’ 1000만명 봤다,2021.01.26.
12356,올리브영 온라인몰 포털 손 안잡고 간다,2021.01.27.
12357,"′입국→검사→입소 원스톱으로′…고양시, 입국자 전용 숙소 운영",2021.01.27.
12358,"[단독] 불법출금 수습하려... 법무부, 전산도 사후 조작했다",2021.01.27.
12359,이제 선거운동 기간 전에 “OOO 후보의 승리를 위하여” 건배사 해도 됩니다,2021.01.27.
12360,‘휴맥스’ 평균연봉 9709만원… 1000억 매출 벤처 1위,2021.01.27.
12361,품질불량·환불거부·연락두절… 못 믿을 SNS 쇼핑몰,2021.01.27.
12362,'단칸방 성공신화' 김범수 의장…친척 14명에게 1450억 나눠줘,2021.01.27.
12363,"2021년 서비스 안정 의무사업자 지정... 구글, 넷플릭스, 네이버 등 6개 CP",2021.01.27.
12364,[만났습니다]②DID 국제 표준에 기여…“빅테크 공습 더 세질 것”,2021.01.27.
12365,“도시를 바꾸는 디벨로퍼”…미래공간 설계자의 ‘꿈 이야기’,2021.01.27.
12366,음성통화·화상회의도 가능한 ‘디스코드’는 공짜… 유료 ‘슬랙’은 큰일났네,2021.01.27.
12367,카톡서 투자전문가 사칭 “입금해라”…돈 빼간 뒤에야 지급정지,2021.01.27.
12368,"마이데이터 본허가 못 받은 카카오페이, 결국 관련 서비스 중단",2021.01.27.
12369,‘정부24’ 홈페이지에 선별진료소·임시검사소 확인 서비스 제공,2021.01.27.
12370,"[단독] 카카오 김범수 두 자녀, 가족회사에서 벤처투자 열공 중",2021.01.27.
12371,"김범수 의장, 카카오 역사적 신고가에 가족 증여한 까닭은",2021.01.27.
12372,'삼천피' 이어 '천스닥' 바짝…뒤늦게 1월효과 나타나나,2021.01.27.
12373,"K-게임, 잘 나가네… 엔씨 사상 첫 영업익 1兆",2021.01.27.
12374,"[유통가 라방시대]④김새롬 '그알' 논란에…특명 ""설화 막아라""",2021.01.27.
12375,골치아픈 연말정산 민간 인증서로…카카오·통신사·NHN 경쟁,2021.01.27.
12376,[유통가 라방시대]①유통공룡 변신 사활…'라방'으로 활로 찾는다,2021.01.27.
12377,"[단독]갈등관리 실패 ‘OTT저작권’, 성공사례 ‘망중립성 가이드라인'",2021.01.27.
12378,`이루다` 사태 재발 방지…3월 AI 개발 수칙 만든다,2021.01.28.
12379,먹방에 채팅에…홈쇼핑도 ‘유튜브처럼’,2021.01.28.
12380,박 터지는 OTT 전쟁…'K콘텐츠株' 보는 눈이 달라졌다,2021.01.28.
12381,연말정산 15일 시작...5개 민간인증서 어떤게 좋을까,2021.01.28.
12382,카카오 등 브랜드 택시 1년새 18배 늘어 3만대,2021.01.28.
12383,증권사 리포트 100개 중 82개 “매수”… 매도의견은 4개뿐,2021.01.28.
12384,62명 래퍼를 한자리에… 딩고프리스타일은 어떻게 '국힙의 동반자'가 됐나 [인터뷰],2021.01.28.
12385,[단독]마이데이터 정보 유통 '12개 카테고리'로 나눠 쓴다,2021.01.28.
12386,‘영끌’ 개미들의 힘… 20년4개월만에 장중 ‘천스닥’ 등정,2021.01.28.
12387,"[단독] 카카오, LG전자와 손잡고 '의료'에서 금맥캔다",2021.01.28.
12388,"與, 자발적 기금 설치 가닥 잡아… 업계 “사실상 팔 비트는 강요” [‘이익공유제’ 도입 논란]",2021.01.28.
12389,직접조달 대기업 집중…자금시장 양극화,2021.01.28.
12390,"잠잠했던 게임사 IPO, 올해 훈풍 기대",2021.01.28.
12391,이해진 찾아간 정용진… 네이버-신세계 손잡나,2021.01.28.
12392,"""여행 준비요? 트리플 켜세요""…여행 뛰어든 플랫폼 전문가",2021.01.28.
12393,[DT현장] 대통령의 펀드 마케팅,2021.01.28.
12394,"우리, 고신용자 카드론 年 6.6%…6개월새 절반 '뚝'",2021.01.28.
12395,"권광석 행장 ""혁신DNA로 디지털 금융시대 주도""",2021.01.28.
12396,50개 계열사 뭉친 ‘카카오엔터’… 콘텐츠 공룡들과 정면승부,2021.01.28.
12397,신종 P2P사기 기승… 금감원 “단속 근거 없다”,2021.01.29.
12398,[e터뷰]이순형 라온시큐어 대표 “3월 DID 주소 표준 공개…日 생체인증 확대”,2021.01.29.
12399,이해진 찾아간 정용진… 네이버-신세계 손잡나,2021.01.29.
12400,넷플릭스도 휴대폰 요금도... 우리 ‘공구’할까요,2021.01.29.
12401,네이버 'K팝 동맹' 이번엔 빅히트 손 잡았다,2021.01.29.
12402,"[단독] 김범수 아들·딸, 케이큐브홀딩스 근무 중…승계작업 앞둔 ‘경영수업’?",2021.01.29.
12403,네이버·카카오·쿠팡···3사 3色 라이브 커머스 전쟁,2021.01.29.
12404,"프레스티지바이오파마 수요예측…기관들, 총 300조원 써냈다",2021.01.29.
12405,"박성훈 ""부산에 청년창업 특화 실리콘 비치 만들것""",2021.01.29.
12406,네이버파이낸셜·토스서도 ‘내 신용정보’ 확인 가능,2021.01.29.
12407,"우리은행에 훈수둔 윤호영…""물건 팔지말고 고객불편 해소해라""",2021.01.29.
12408,"일본 직장인, 라인페이로 월급 받는다",2021.01.29.
12409,"카카오페이, 중금리대출로 승부수…3500만 고객 공략",2021.01.29.
12410,네이버 기사회생… 카카오는 자산관리 중단 위기,2021.01.29.
12411,깜짝실적·현금부자…'알짜株' 담아볼까,2021.01.30.
12412,"네이버·카카오, KTX 기차표 판다",2021.01.31.
12413,김범수의 한수…'카카오엔터테인먼트' 출범(종합),2021.01.31.
12414,오는 3월1일 ‘카카오엔터테인먼트’ 출범…“IP 사업 글로벌·다각화”,2021.01.31.
12415,"5월엔 65세 이상, 7월엔 성인 접종",2021.01.31.
12416,"네이버 미래에셋의 묘수, 금융당국엔 꼼수?",2021.01.31.
12417,"ESG 문제기업 주시하는 국민연금, 사외이사 추천으로 압박 [국민연금발 태풍 예고]",2021.01.31.
12418,추울수록 더 잘팔린 아이스크림,2021.01.31.
12419,[ET시선]마이데이터 파급력,2021.01.31.
12420,"류영준 카카오페이 대표 ""친구와 놀듯 쉽고 재미있게...'소셜 금융' 선도""",2021.01.31.
12421,빅데이터도 반도체 슈퍼사이클에 꽂혔다,2021.01.31.
12422,SKT 이어 LG U+ 가세…'5G 다이렉트 요금제' 최저가 경쟁,2021.01.31.
12423,법정 서는 '이루다'...373명 개인정보 유출 소송,2021.01.31.
12424,신종 P2P사기 기승… 금감원 “단속 근거 없다”,2021.01.31.
12425,문 대통령 설맞이 소통행보…연휴엔 관저서,2021.02.01.
12426,"더나은 세상 꿈꾸는 김범수, 사회문제 해결 '통큰 결단' [김범수 'ESG 경영' 선도]",2021.02.01.
12427,"범수형 극찬한 이낙연 ""이익공유 촉매되길""",2021.02.01.
12428,초대장 없이 못들어가…앱 우회설치법까지 등장 [Digital+],2021.02.01.
12429,"텐센트, 한국 게임사에 투자설… 업계 중국발 ‘훈풍’ 기대",2021.02.01.
12430,카카오뱅크 “중저신용자 대출 대폭 확대”,2021.02.01.
12431,디지털 신흥부자들의 '기부 플렉스'…신선(新善)한 충격파 안기다,2021.02.01.
12432,"[단독] 내 주차 위치, 제3자도 알았다…아이파킹 앱의 ‘배신’",2021.02.01.
12433,카카오뱅크 “중저신용자 대출 대폭 확대”,2021.02.01.
12434,"농식품부 ""코로나 안심식당 `카카오맵`에서 검색하세요""",2021.02.01.
12435,"반값 세일 요기요, 그래도 시장은 '글쎄…'",2021.02.01.
12436,송파 ‘따로 또 같이’ 청소년 비대면 교육 앞장,2021.02.01.
12437,해마다 증가하는 사기범죄…경북지역 작년 1만6241건,2021.02.01.
12438,"""재산 절반 기부할 것""… '10조 부자' 김범수의 파격 선언",2021.02.01.
12439,"카카오게임즈, 역대 최고 성적…""개발사 추가투자""(종합)",2021.02.01.
12440,"[사설] 카카오 김범수의 5조원대 기부, 도미노 효과 기대한다",2021.02.02.
12441,"질병·기후·사회 문제해결 각별한 관심… ""기업가像 바꿨다"" 호평",2021.02.02.
12442,"""탄탄한 자산관리 영업망 활용해…IB 영토 더 넓힐것""",2021.02.02.
12443,예보 ‘착오송금 반환지원’ 대상에 토스·카카오페이도 포함,2021.02.02.
12444,지난해 IPO 규모 4조5000억… 40% 급증,2021.02.02.
12445,"카카오뱅크 '중신용대출', 신용평가에 결제·대출이력 분석 활용",2021.02.02.
12446,"[단독] 삼성전자, 숨은 병기 ‘애드테크’ 사업 확대한다",2021.02.02.
12447,코로나 이익 공유? 누가 벌고 손해봤나… 작년 기업실적 뜯어보니,2021.02.02.
12448,"둘로 쪼개진 KTX·SRT 예매시스템, 하나로 뭉쳐지나",2021.02.02.
12449,"카카오게임즈·아프리카TV, 언택트 바람에 작년 최대실적",2021.02.02.
12450,"'카카오·따릉이' 올라탄 알톤스포츠, 6년만에 '흑전'",2021.02.02.
12451,"IPO 앞둔 '야놀자', 넷마블 상장 이끈 최찬석 CIO 영입",2021.02.02.
12452,‘모바일·초보·밀레니얼’…토스증권 출범,2021.02.02.
12453,네이버·카카오페이로 쇼핑 때 온라인 '소액 후불결제' 가능해진다,2021.02.02.
12454,"""디지털 금융 시대 대비… 전금법 개정안 통과 시급""",2021.02.02.
12455,[fn마켓워치] 신디케이트론‧부동산 개발에 눈돌리는 증권‧운용업계,2021.02.02.
12456,"""전자금융거래법 개정안, 개인정보 무제한 집중·남용 위험`""",2021.02.02.
12457,"카카오게임즈, 지난해 매출 4955억원…창사 이래 최대(종합)",2021.02.02.
12458,엔씨 넥슨 나는데... 넷마블은 언제쯤?,2021.02.02.
12459,세뱃돈은 카카오페이로… 가족 모임은 스마트폰으로,2021.02.02.
12460,"김범수 통큰 5조 기부, 구성원 간담회로 첫발",2021.02.02.
12461,"삼성화재, '헬스케어' 진출 몸풀기?…애니헬스 등 상표권 3종 출원",2021.02.02.
12462,"‘팔자’ 행진 外人, 유독 게임주만 ‘러브콜’",2021.02.02.
12463,"[금융 라운지] 명퇴하는 은행, 채용하는 핀테크",2021.02.02.
12464,"카카오 김범수 기부금 5조원, 어디에 쓰일까",2021.02.02.
12465,"정부 ""구글 먹통되면 한국어로 알려야…손해배상은 어려워""",2021.02.02.
12466,"김택진·김범수, 서울상의 부회장단 합류…최태원 제안으로",2021.02.03.
12467,"카카오게임즈, 매출 사상 최대",2021.02.03.
12468,[부음]심명섭(코스콤 팀장)씨 부친상,2021.02.03.
12469,"네이버·카카오, 수시채용은 기본…인재확보 위해 스타트업 통째 인수",2021.02.03.
12470,"식당 쪽방서 잠들던 ‘흙수저’ 김봉진 “기부선언문, 내 자녀에겐 최고의 유산”",2021.02.03.
